Rank|Team|W|L|T|PF|PA|Power|SoS
1|PHILADELPHIA|12|1|0|378|134|107.905|99.394
2|CHICAGO|9|3|0|332|218|104.103|99.774
3|LA RAMS|8|3|2|360|253|103.304|100.067
4|CHICAGO CARDINALS|6|5|1|360|301|100.465|99.787
5|PITTSBURGH|6|5|1|224|214|100.459|99.748
6|NY GIANTS|6|6|0|287|298|99.260|99.711
7|WASHINGTON|4|7|1|268|339|98.318|100.296
8|DETROIT|4|8|0|237|259|98.174|100.348
9|GREEN BAY|2|10|0|114|329|93.728|100.290
10|NY BULLDOGS|1|10|1|153|368|93.351|100.629
