Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO|12|1|0|466|170|108.929|99.594
2|GREEN BAY|10|2|0|272|153|106.614|100.499
3|NY GIANTS|8|4|0|247|151|101.093|98.164
4|BROOKLYN|7|4|0|158|127|100.303|98.327
5|WASHINGTON|6|5|0|176|174|99.519|99.120
6|DETROIT|4|6|1|121|195|99.209|101.366
7|CHICAGO CARDINALS|3|7|1|127|197|98.201|101.550
8|CLEVELAND|2|9|0|116|244|95.633|101.801
9|PHILADELPHIA|2|8|1|119|218|94.880|99.523
10|PITTSBURGH|1|9|1|103|276|93.295|100.251
