Rank|Team|W|L|T|PF|PA|Power|SoS
1|GREEN BAY|9|2|0|252|148|105.137|99.513
2|NY GIANTS|8|2|1|213|89|105.029|98.870
3|PHILADELPHIA|7|1|2|267|131|104.867|98.848
4|CHICAGO|6|3|1|258|172|103.028|99.594
5|DETROIT|6|3|1|216|151|101.643|98.632
6|WASHINGTON|6|3|1|169|180|100.677|98.561
7|CLEVELAND|4|6|0|188|224|99.612|100.871
8|BOSTON|2|8|0|82|233|94.743|101.076
9|BROOKLYN|0|10|0|69|166|92.473|101.741
10|CHI-PITT|0|10|0|108|328|91.775|102.454
