Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO|9|3|0|311|152|104.265|100.539
2|WASHINGTON|9|3|0|245|215|103.230|99.458
3|BROOKLYN|8|3|0|186|120|102.795|99.059
4|GREEN BAY|6|4|1|238|155|101.253|99.377
5|NY GIANTS|6|4|1|131|133|101.018|99.703
6|DETROIT|5|5|1|138|153|99.791|99.844
7|CLEVELAND|4|6|1|171|191|99.331|100.365
8|CHICAGO CARDINALS|2|7|2|139|222|97.720|101.006
9|PITTSBURGH|2|7|2|60|178|95.766|100.104
10|PHILADELPHIA|1|10|0|111|211|94.150|100.545
