Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO|9|1|1|344|178|105.680|99.006
2|GREEN BAY|7|2|1|264|172|103.544|99.053
3|WASHINGTON|7|4|1|278|178|102.808|100.010
4|NY GIANTS|6|4|1|197|198|101.526|99.844
5|PHIL-PITT|5|4|1|225|230|100.727|99.708
6|DETROIT|3|6|1|178|218|98.151|100.132
7|BROOKLYN|2|8|0|65|234|94.754|100.903
8|CHICAGO CARDINALS|0|10|0|95|238|91.528|101.456
