Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO CARDINALS|10|3|0|334|252|103.768|100.024
2|CHICAGO|8|4|0|363|241|102.959|100.362
3|PHILADELPHIA|9|5|0|350|270|102.070|99.602
4|GREEN BAY|6|5|1|274|210|101.609|100.452
5|LA RAMS|6|6|0|259|214|100.962|100.567
6|PITTSBURGH|8|5|0|240|280|100.216|99.219
7|DETROIT|3|9|0|231|305|97.379|100.764
8|BOSTON|4|7|1|168|256|97.360|99.637
9|WASHINGTON|4|8|0|295|367|97.267|99.706
10|NY GIANTS|2|8|2|190|309|95.735|99.795
