Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO|9|2|1|313|207|104.119|99.935
2|NY GIANTS|7|4|1|250|186|102.302|100.153
3|LA RAMS|6|4|1|277|257|101.179|99.946
4|CHICAGO CARDINALS|6|5|0|260|198|101.043|99.888
5|GREEN BAY|6|5|0|148|158|100.825|100.073
6|PHILADELPHIA|6|5|0|231|220|100.513|100.098
7|PITTSBURGH|5|5|1|136|117|99.603|99.355
8|WASHINGTON|5|5|1|171|191|99.478|99.657
9|BOSTON|2|8|1|189|273|96.092|100.025
10|DETROIT|1|10|0|142|310|94.262|100.864
