Rank|Team|W|L|T|PF|PA|Power|SoS
1|CHICAGO|11|1|0|382|98|108.113|97.983
2|WASHINGTON|11|1|0|241|108|106.701|98.760
3|GREEN BAY|8|2|1|300|215|103.484|98.508
4|PITTSBURGH|7|4|0|167|119|101.930|99.223
5|NY GIANTS|5|5|1|155|139|101.282|101.092
6|CLEVELAND|5|6|0|150|207|98.575|99.418
7|PHILADELPHIA|2|9|0|134|239|96.730|102.128
8|BROOKLYN|3|8|0|100|168|96.706|100.802
9|CHICAGO CARDINALS|3|8|0|98|209|96.283|100.723
10|DETROIT|0|11|0|38|263|88.849|101.659
