Rank|Team|W|L|T|PF|PA|Power|SoS
1|CLEVELAND|10|1|0|259|150|105.953|99.259
2|PHILADELPHIA|7|3|0|272|133|103.782|99.231
3|WASHINGTON|8|3|0|223|136|102.860|98.874
4|DETROIT|7|3|0|195|194|102.080|99.287
5|GREEN BAY|6|4|0|258|173|101.793|99.996
6|NY GIANTS|3|6|1|179|198|99.036|100.983
7|BOSTON|3|6|1|123|211|98.111|100.877
8|CHICAGO|3|7|0|192|235|97.433|100.435
9|PITTSBURGH|2|8|0|79|220|94.304|99.878
10|CHICAGO CARDINALS|1|9|0|98|228|93.767|101.367
